customer_id,first_name,last_name,email,phone,segment,total_orders,total_spent,average_order_value,customer_lifetime_value,created_at
208,Sanya,Deshmukh,sanya.deshmukh208@example.in,+919858678896,VIP,11,56822.15,5165.65,136686.44,2025-10-04 00:37:04
209,Neha,Kumar,neha.kumar209@example.in,+919863437398,STANDARD,6,9618.31,1603.05,26096.3,2026-05-08 00:37:04
210,Sanya,Sharma,sanya.sharma210@example.in,+919898955314,HIGH_VALUE,0,0.0,0.0,2836.54,2026-06-14 00:37:04
211,Neha,Deshmukh,neha.deshmukh211@example.in,+919826901217,NEW,0,0.0,0.0,2970.47,2026-03-26 00:37:04
212,Priya,Nair,priya.nair212@example.in,+919837804191,NEW,0,0.0,0.0,3533.6,2026-03-21 00:37:04
213,Ananya,Verma,ananya.verma213@example.in,+919829804386,NEW,0,0.0,0.0,1303.45,2026-07-08 00:37:04
214,Vikram,Patel,vikram.patel214@example.in,+919827447248,NEW,0,0.0,0.0,1512.18,2026-03-03 00:37:04
215,Aarav,Sharma,aarav.sharma215@example.in,+919898725654,VIP,4,6557.08,1639.27,12615.39,2026-07-02 00:37:04
216,Neha,Deshmukh,neha.deshmukh216@example.in,+919889034501,STANDARD,0,0.0,0.0,2382.67,2026-04-11 00:37:04
217,Vikram,Kumar,vikram.kumar217@example.in,+919827013243,PRICE_SENSITIVE,3,21677.74,7225.91,43040.26,2026-06-07 00:37:04
218,Sanya,Gupta,sanya.gupta218@example.in,+919858592048,NEW,0,0.0,0.0,1769.16,2025-09-09 00:37:04
219,Priya,Gupta,priya.gupta219@example.in,+919877624084,HIGH_VALUE,1,806.51,806.51,3259.3,2025-10-16 00:37:04
220,Vikram,Gupta,vikram.gupta220@example.in,+919896347724,VIP,1,1827.58,1827.58,3886.38,2025-11-06 00:37:04
221,Rohan,Joshi,rohan.joshi221@example.in,+919824490391,PRICE_SENSITIVE,14,55381.77,3955.84,83770.47,2026-06-02 00:37:04
222,Priya,Verma,priya.verma222@example.in,+919891644298,HIGH_VALUE,2,8551.26,4275.63,19093.63,2026-05-06 00:37:04
223,Vikram,Reddy,vikram.reddy223@example.in,+919894970119,NEW,0,0.0,0.0,3511.6,2025-10-02 00:37:04
224,Neha,Joshi,neha.joshi224@example.in,+919890180577,NEW,0,0.0,0.0,4494.31,2026-02-09 00:37:04
225,Sanya,Nair,sanya.nair225@example.in,+919891259008,PRICE_SENSITIVE,3,22219.63,7406.54,30535.33,2026-05-12 00:37:04
226,Karan,Deshmukh,karan.deshmukh226@example.in,+919867723010,PRICE_SENSITIVE,7,45825.57,6546.51,101305.02,2025-12-10 00:37:04
227,Neha,Gupta,neha.gupta227@example.in,+919863516659,PRICE_SENSITIVE,3,6210.36,2070.12,13381.52,2026-01-30 00:37:04
228,Rohan,Verma,rohan.verma228@example.in,+919899269266,STANDARD,11,56506.02,5136.91,97756.95,2026-04-22 00:37:04
229,Sanya,Sharma,sanya.sharma229@example.in,+919822243983,VIP,2,12212.06,6106.03,17246.6,2025-11-30 00:37:04
230,Priya,Verma,priya.verma230@example.in,+919827463800,NEW,0,0.0,0.0,4580.83,2026-06-09 00:37:04
231,Meera,Nair,meera.nair231@example.in,+919885387867,STANDARD,3,13012.74,4337.58,26045.51,2025-12-11 00:37:04
232,Neha,Joshi,neha.joshi232@example.in,+919816904975,STANDARD,9,34700.33,3855.59,67636.88,2026-01-10 00:37:04
233,Priya,Reddy,priya.reddy233@example.in,+919878103759,HIGH_VALUE,4,10077.3,2519.32,18115.65,2025-11-05 00:37:04
234,Ananya,Sharma,ananya.sharma234@example.in,+919856991504,NEW,0,0.0,0.0,1845.79,2026-01-02 00:37:04
235,Priya,Singh,priya.singh235@example.in,+919887054398,HIGH_VALUE,13,38430.99,2956.23,56662.65,2025-09-25 00:37:04
236,Meera,Reddy,meera.reddy236@example.in,+919896261621,NEW,0,0.0,0.0,3716.41,2026-06-26 00:37:04
237,Meera,Singh,meera.singh237@example.in,+919813886030,HIGH_VALUE,8,51350.27,6418.78,96241.7,2026-02-01 00:37:04
238,Neha,Verma,neha.verma238@example.in,+919810819505,HIGH_VALUE,4,18113.2,4528.3,39536.03,2025-09-23 00:37:04
239,Rohan,Sharma,rohan.sharma239@example.in,+919829042093,VIP,2,7474.89,3737.45,12344.72,2025-10-11 00:37:04
240,Ananya,Joshi,ananya.joshi240@example.in,+919866348963,PRICE_SENSITIVE,10,32231.17,3223.12,69024.79,2026-04-20 00:37:04
241,Neha,Singh,neha.singh241@example.in,+919853537934,NEW,0,0.0,0.0,4946.06,2025-09-07 00:37:04
242,Priya,Kumar,priya.kumar242@example.in,+919830881581,HIGH_VALUE,1,5043.31,5043.31,9014.43,2026-05-29 00:37:04
243,Vikram,Gupta,vikram.gupta243@example.in,+919898843907,PRICE_SENSITIVE,15,24696.65,1646.44,39175.34,2025-09-02 00:37:04
244,Sanya,Joshi,sanya.joshi244@example.in,+919846663833,HIGH_VALUE,3,5697.76,1899.25,10642.53,2026-01-14 00:37:04
245,Rohan,Sharma,rohan.sharma245@example.in,+919848016697,NEW,0,0.0,0.0,1320.93,2025-11-02 00:37:04
246,Karan,Singh,karan.singh246@example.in,+919816095815,HIGH_VALUE,12,53206.03,4433.84,97163.0,2025-09-06 00:37:04
247,Rajesh,Kumar,rajesh.kumar247@example.in,+919837437207,STANDARD,6,8041.75,1340.29,18687.27,2026-04-30 00:37:04
248,Vikram,Singh,vikram.singh248@example.in,+919854039837,VIP,0,0.0,0.0,4268.29,2025-10-28 00:37:04
249,Rohan,Patel,rohan.patel249@example.in,+919827339011,PRICE_SENSITIVE,7,17039.9,2434.27,27907.93,2025-10-26 00:37:04
250,Karan,Verma,karan.verma250@example.in,+919819673809,PRICE_SENSITIVE,1,7470.32,7470.32,17657.79,2025-11-28 00:37:04
251,Rajesh,Gupta,rajesh.gupta251@example.in,+919820450542,STANDARD,13,33797.96,2599.84,76115.21,2025-09-19 00:37:04
252,Rohan,Joshi,rohan.joshi252@example.in,+919848858073,VIP,12,35131.13,2927.59,64617.68,2026-06-29 00:37:04
253,Neha,Patel,neha.patel253@example.in,+919892963368,PRICE_SENSITIVE,11,25498.8,2318.07,37847.71,2026-05-25 00:37:04
254,Rohan,Sharma,rohan.sharma254@example.in,+919842657384,PRICE_SENSITIVE,12,31976.75,2664.73,64151.49,2025-10-14 00:37:04
255,Priya,Joshi,priya.joshi255@example.in,+919851644346,STANDARD,7,28759.86,4108.55,55631.47,2026-01-20 00:37:04
256,Aarav,Sharma,aarav.sharma256@example.in,+919878515906,VIP,6,18147.19,3024.53,26201.15,2026-01-12 00:37:04
257,Neha,Patel,neha.patel257@example.in,+919841711468,VIP,4,31698.81,7924.7,55561.77,2026-02-28 00:37:04
258,Ananya,Patel,ananya.patel258@example.in,+919890852623,HIGH_VALUE,2,4819.61,2409.8,14094.39,2026-04-10 00:37:04
259,Sanya,Gupta,sanya.gupta259@example.in,+919885663295,NEW,0,0.0,0.0,2886.3,2025-11-22 00:37:04
260,Meera,Reddy,meera.reddy260@example.in,+919853380275,STANDARD,4,14355.23,3588.81,28454.9,2025-11-26 00:37:04
261,Priya,Gupta,priya.gupta261@example.in,+919869352161,STANDARD,8,53837.16,6729.65,133642.39,2025-09-10 00:37:04
262,Rajesh,Verma,rajesh.verma262@example.in,+919878093604,VIP,9,53833.55,5981.51,131993.66,2025-11-15 00:37:04
263,Sanya,Kumar,sanya.kumar263@example.in,+919817635653,STANDARD,9,8988.5,998.72,22744.12,2026-05-31 00:37:04
264,Priya,Reddy,priya.reddy264@example.in,+919889736043,NEW,0,0.0,0.0,1559.09,2025-12-25 00:37:04
265,Sanya,Reddy,sanya.reddy265@example.in,+919884399083,VIP,14,90503.07,6464.5,133980.56,2025-09-20 00:37:04
266,Ananya,Verma,ananya.verma266@example.in,+919891202508,PRICE_SENSITIVE,4,6927.97,1731.99,19310.72,2026-06-08 00:37:04
267,Sanya,Sharma,sanya.sharma267@example.in,+919856095437,VIP,5,22114.95,4422.99,41362.92,2026-06-19 00:37:04
268,Ananya,Gupta,ananya.gupta268@example.in,+919868978194,NEW,0,0.0,0.0,4266.4,2025-10-15 00:37:04
269,Meera,Patel,meera.patel269@example.in,+919858841557,STANDARD,9,34141.61,3793.51,60550.98,2025-12-23 00:37:04
270,Rohan,Verma,rohan.verma270@example.in,+919890246882,VIP,10,27603.34,2760.33,62962.36,2026-06-06 00:37:04
271,Neha,Sharma,neha.sharma271@example.in,+919884888554,PRICE_SENSITIVE,9,20174.36,2241.6,50337.63,2026-03-02 00:37:04
272,Meera,Patel,meera.patel272@example.in,+919854743095,VIP,4,18306.59,4576.65,47037.59,2026-01-11 00:37:04
273,Vikram,Joshi,vikram.joshi273@example.in,+919827307598,NEW,0,0.0,0.0,4759.33,2026-05-27 00:37:04
274,Vikram,Nair,vikram.nair274@example.in,+919860557040,STANDARD,4,20831.24,5207.81,35624.03,2025-10-13 00:37:04
275,Priya,Joshi,priya.joshi275@example.in,+919878248169,STANDARD,0,0.0,0.0,3480.29,2026-01-05 00:37:04
276,Vikram,Patel,vikram.patel276@example.in,+919838748452,STANDARD,15,67514.37,4500.96,163627.41,2026-04-02 00:37:04
277,Ananya,Patel,ananya.patel277@example.in,+919830796389,VIP,9,14738.05,1637.56,25652.05,2026-05-19 00:37:04
278,Karan,Nair,karan.nair278@example.in,+919880669879,VIP,10,60795.97,6079.6,78884.95,2025-08-27 00:37:04
279,Aarav,Reddy,aarav.reddy279@example.in,+919860562485,HIGH_VALUE,5,31092.2,6218.44,75117.71,2026-04-08 00:37:04
280,Meera,Patel,meera.patel280@example.in,+919868743530,VIP,13,86572.59,6659.43,120723.89,2026-01-04 00:37:04
281,Ananya,Gupta,ananya.gupta281@example.in,+919891952730,STANDARD,14,20386.31,1456.16,39181.74,2026-03-12 00:37:04
282,Karan,Deshmukh,karan.deshmukh282@example.in,+919851536077,PRICE_SENSITIVE,6,9746.28,1624.38,18489.21,2026-01-02 00:37:04
283,Meera,Gupta,meera.gupta283@example.in,+919871965637,STANDARD,12,70803.29,5900.27,147753.71,2025-10-25 00:37:04
284,Karan,Joshi,karan.joshi284@example.in,+919831751079,HIGH_VALUE,4,18281.73,4570.43,30305.18,2026-03-03 00:37:04
285,Rajesh,Gupta,rajesh.gupta285@example.in,+919859823245,NEW,0,0.0,0.0,4633.8,2026-05-18 00:37:04
286,Karan,Sharma,karan.sharma286@example.in,+919848260510,VIP,5,24377.19,4875.44,44803.78,2026-02-20 00:37:04
287,Sanya,Nair,sanya.nair287@example.in,+919829776801,PRICE_SENSITIVE,2,15209.25,7604.63,24628.09,2026-03-18 00:37:04
288,Sanya,Verma,sanya.verma288@example.in,+919813579612,PRICE_SENSITIVE,1,4294.17,4294.17,9638.83,2025-12-19 00:37:04
289,Karan,Verma,karan.verma289@example.in,+919841645597,PRICE_SENSITIVE,2,14081.86,7040.93,37222.51,2025-12-30 00:37:04
290,Ananya,Kumar,ananya.kumar290@example.in,+919852773159,VIP,10,57248.81,5724.88,141183.12,2026-04-26 00:37:04
291,Aarav,Kumar,aarav.kumar291@example.in,+919848504300,PRICE_SENSITIVE,4,6576.17,1644.04,16244.97,2025-11-11 00:37:04
292,Sanya,Reddy,sanya.reddy292@example.in,+919810704803,VIP,0,0.0,0.0,3945.78,2026-02-28 00:37:04
293,Ananya,Patel,ananya.patel293@example.in,+919883659258,NEW,0,0.0,0.0,4702.27,2025-10-12 00:37:04
294,Rohan,Sharma,rohan.sharma294@example.in,+919848668339,HIGH_VALUE,9,34931.66,3881.3,51999.62,2026-05-08 00:37:04
295,Rajesh,Deshmukh,rajesh.deshmukh295@example.in,+919866348030,NEW,0,0.0,0.0,1498.65,2025-11-17 00:37:04
296,Priya,Sharma,priya.sharma296@example.in,+919877085942,NEW,0,0.0,0.0,4479.59,2025-10-08 00:37:04
297,Rajesh,Nair,rajesh.nair297@example.in,+919887181563,HIGH_VALUE,4,17565.14,4391.29,37175.77,2026-02-10 00:37:04
298,Rohan,Kumar,rohan.kumar298@example.in,+919892518345,STANDARD,7,6374.99,910.71,14639.34,2025-09-20 00:37:04
299,Rohan,Patel,rohan.patel299@example.in,+919899170406,VIP,11,5882.14,534.74,12201.44,2026-06-05 00:37:04
300,Karan,Nair,karan.nair300@example.in,+919878092370,NEW,0,0.0,0.0,4679.42,2025-09-29 00:37:04
301,Rajesh,Joshi,rajesh.joshi301@example.in,+919873100462,VIP,12,37171.14,3097.59,65321.01,2025-12-30 00:37:04
302,Vikram,Kumar,vikram.kumar302@example.in,+919857928328,VIP,11,42807.98,3891.63,66678.68,2026-03-08 00:37:04
303,Priya,Reddy,priya.reddy303@example.in,+919854629892,HIGH_VALUE,1,1556.43,1556.43,5218.08,2026-01-10 00:37:04
304,Karan,Verma,karan.verma304@example.in,+919896274567,HIGH_VALUE,14,50987.17,3641.94,124273.21,2025-11-06 00:37:04
305,Aarav,Patel,aarav.patel305@example.in,+919818469210,PRICE_SENSITIVE,1,4854.41,4854.41,10867.73,2026-02-09 00:37:04
306,Ananya,Kumar,ananya.kumar306@example.in,+919836772387,VIP,10,54765.3,5476.53,83237.9,2026-02-01 00:37:04
307,Karan,Joshi,karan.joshi307@example.in,+919882884346,PRICE_SENSITIVE,8,12919.76,1614.97,23809.01,2026-06-21 00:37:04
308,Ananya,Singh,ananya.singh308@example.in,+919857912262,VIP,10,79765.57,7976.56,151175.45,2026-02-20 00:37:04
309,Priya,Verma,priya.verma309@example.in,+919868646621,PRICE_SENSITIVE,14,14043.03,1003.07,32382.49,2025-12-24 00:37:04
310,Neha,Patel,neha.patel310@example.in,+919876599269,PRICE_SENSITIVE,11,79589.48,7235.41,118495.17,2025-10-17 00:37:04
311,Vikram,Sharma,vikram.sharma311@example.in,+919866975380,VIP,13,10063.59,774.12,21511.57,2025-09-04 00:37:04
312,Aarav,Nair,aarav.nair312@example.in,+919849428661,STANDARD,3,2978.44,992.81,9390.11,2026-05-30 00:37:04
313,Neha,Singh,neha.singh313@example.in,+919851137177,PRICE_SENSITIVE,13,57628.05,4432.93,104777.1,2026-04-15 00:37:04
314,Sanya,Verma,sanya.verma314@example.in,+919870012727,VIP,11,51670.33,4697.3,74159.81,2025-08-29 00:37:04
315,Rohan,Singh,rohan.singh315@example.in,+919895828117,VIP,2,13926.78,6963.39,36334.63,2025-08-17 00:37:04
316,Rohan,Verma,rohan.verma316@example.in,+919878865239,HIGH_VALUE,0,0.0,0.0,3576.0,2026-04-27 00:37:04
317,Meera,Gupta,meera.gupta317@example.in,+919814670638,HIGH_VALUE,2,7131.01,3565.51,10417.17,2026-03-11 00:37:04
318,Neha,Verma,neha.verma318@example.in,+919861385847,NEW,0,0.0,0.0,3635.7,2026-06-23 00:37:04
319,Meera,Patel,meera.patel319@example.in,+919870387584,STANDARD,11,7735.42,703.22,13438.96,2025-11-24 00:37:04
320,Priya,Reddy,priya.reddy320@example.in,+919828481124,NEW,0,0.0,0.0,1078.84,2026-01-03 00:37:04
321,Rohan,Verma,rohan.verma321@example.in,+919897182566,STANDARD,7,8965.7,1280.81,21796.37,2026-05-12 00:37:04
322,Rajesh,Patel,rajesh.patel322@example.in,+919876980546,NEW,0,0.0,0.0,1952.73,2025-12-23 00:37:04
323,Karan,Sharma,karan.sharma323@example.in,+919845135070,STANDARD,14,17441.35,1245.81,30332.31,2026-03-22 00:37:04
324,Meera,Singh,meera.singh324@example.in,+919875927774,HIGH_VALUE,3,20753.17,6917.72,49891.14,2026-05-01 00:37:04
325,Priya,Gupta,priya.gupta325@example.in,+919833173544,PRICE_SENSITIVE,2,11021.28,5510.64,18335.07,2026-01-27 00:37:04
326,Neha,Sharma,neha.sharma326@example.in,+919883819367,NEW,0,0.0,0.0,1052.01,2026-02-11 00:37:04
327,Vikram,Patel,vikram.patel327@example.in,+919895590648,HIGH_VALUE,11,12554.45,1141.31,19564.34,2025-10-22 00:37:04
328,Ananya,Sharma,ananya.sharma328@example.in,+919836975128,HIGH_VALUE,7,13025.36,1860.77,28188.75,2025-10-30 00:37:04
329,Rajesh,Verma,rajesh.verma329@example.in,+919884359498,NEW,0,0.0,0.0,4269.77,2026-01-02 00:37:04
330,Sanya,Nair,sanya.nair330@example.in,+919827417599,NEW,0,0.0,0.0,2037.69,2026-05-26 00:37:04
331,Priya,Singh,priya.singh331@example.in,+919863440127,PRICE_SENSITIVE,13,43520.01,3347.69,87692.8,2025-12-12 00:37:04
332,Meera,Sharma,meera.sharma332@example.in,+919826821075,STANDARD,2,10362.23,5181.12,21158.01,2025-11-21 00:37:04
333,Sanya,Nair,sanya.nair333@example.in,+919856239991,HIGH_VALUE,5,18854.74,3770.95,34637.21,2026-05-04 00:37:04
334,Rohan,Nair,rohan.nair334@example.in,+919817437386,VIP,4,24908.17,6227.04,38900.63,2026-02-04 00:37:04
335,Aarav,Patel,aarav.patel335@example.in,+919853306792,HIGH_VALUE,11,45713.07,4155.73,112215.66,2025-10-17 00:37:04
336,Vikram,Sharma,vikram.sharma336@example.in,+919843635675,HIGH_VALUE,8,29512.81,3689.1,38352.15,2026-05-06 00:37:04
337,Vikram,Reddy,vikram.reddy337@example.in,+919881602209,VIP,5,22811.28,4562.26,48190.68,2025-09-09 00:37:04
338,Meera,Patel,meera.patel338@example.in,+919832978158,NEW,0,0.0,0.0,4339.72,2025-09-03 00:37:04
339,Neha,Reddy,neha.reddy339@example.in,+919815529005,VIP,2,15766.03,7883.02,31380.42,2026-06-16 00:37:04
340,Meera,Singh,meera.singh340@example.in,+919897393186,HIGH_VALUE,13,33049.96,2542.3,45107.31,2025-08-27 00:37:04
341,Rajesh,Gupta,rajesh.gupta341@example.in,+919894176528,NEW,0,0.0,0.0,3306.07,2026-02-11 00:37:04
342,Vikram,Gupta,vikram.gupta342@example.in,+919842866956,PRICE_SENSITIVE,9,22998.73,2555.41,47773.16,2025-11-19 00:37:04
343,Priya,Kumar,priya.kumar343@example.in,+919831217198,PRICE_SENSITIVE,13,87399.83,6723.06,129377.31,2025-11-04 00:37:04
344,Sanya,Deshmukh,sanya.deshmukh344@example.in,+919855659873,NEW,0,0.0,0.0,4600.07,2026-04-27 00:37:04
345,Neha,Verma,neha.verma345@example.in,+919856354851,PRICE_SENSITIVE,4,28216.7,7054.18,59176.25,2026-01-01 00:37:04
346,Karan,Nair,karan.nair346@example.in,+919824251766,STANDARD,7,38414.43,5487.78,59512.78,2025-11-13 00:37:04
347,Priya,Singh,priya.singh347@example.in,+919870343755,HIGH_VALUE,4,14563.12,3640.78,27805.01,2026-05-21 00:37:04
348,Rajesh,Singh,rajesh.singh348@example.in,+919861559717,NEW,0,0.0,0.0,1665.13,2025-12-07 00:37:04
349,Ananya,Patel,ananya.patel349@example.in,+919853947691,NEW,0,0.0,0.0,1331.19,2026-01-30 00:37:04
350,Ananya,Patel,ananya.patel350@example.in,+919876876068,NEW,0,0.0,0.0,1981.4,2025-11-12 00:37:04
351,Sanya,Singh,sanya.singh351@example.in,+919876755908,VIP,2,6839.43,3419.72,13196.86,2025-12-20 00:37:04
352,Karan,Gupta,karan.gupta352@example.in,+919842310051,HIGH_VALUE,11,64821.29,5892.84,106088.92,2026-06-15 00:37:04
353,Rajesh,Singh,rajesh.singh353@example.in,+919876423575,NEW,0,0.0,0.0,3654.68,2025-08-09 00:37:04
354,Sanya,Singh,sanya.singh354@example.in,+919882033413,VIP,3,22578.67,7526.22,50456.82,2025-12-01 00:37:04
355,Aarav,Singh,aarav.singh355@example.in,+919859093843,PRICE_SENSITIVE,11,8072.61,733.87,15819.74,2026-06-16 00:37:04
356,Rohan,Kumar,rohan.kumar356@example.in,+919886541906,NEW,0,0.0,0.0,2985.46,2026-04-01 00:37:04
357,Neha,Nair,neha.nair357@example.in,+919848735464,VIP,12,59715.86,4976.32,101690.23,2025-10-24 00:37:04
358,Sanya,Nair,sanya.nair358@example.in,+919847543473,NEW,0,0.0,0.0,1300.55,2025-08-31 00:37:04
359,Priya,Patel,priya.patel359@example.in,+919822976369,PRICE_SENSITIVE,11,65575.57,5961.42,124684.06,2026-01-17 00:37:04
360,Karan,Verma,karan.verma360@example.in,+919829363237,HIGH_VALUE,12,45134.46,3761.21,72895.35,2025-10-26 00:37:04
361,Rajesh,Kumar,rajesh.kumar361@example.in,+919815222944,HIGH_VALUE,10,64956.19,6495.62,138698.3,2025-11-09 00:37:04
362,Karan,Gupta,karan.gupta362@example.in,+919829990477,NEW,0,0.0,0.0,2443.9,2025-10-19 00:37:04
363,Aarav,Verma,aarav.verma363@example.in,+919892284610,STANDARD,5,5934.33,1186.87,15745.2,2025-12-20 00:37:04
364,Meera,Singh,meera.singh364@example.in,+919889688374,STANDARD,15,114401.7,7626.78,205353.54,2025-09-24 00:37:04
365,Vikram,Gupta,vikram.gupta365@example.in,+919812232974,STANDARD,10,45642.57,4564.26,110496.52,2026-05-14 00:37:04
366,Rohan,Reddy,rohan.reddy366@example.in,+919851295819,VIP,15,98238.13,6549.21,205787.8,2026-02-24 00:37:04
367,Meera,Reddy,meera.reddy367@example.in,+919840540334,VIP,15,103034.51,6868.97,160040.86,2026-04-13 00:37:04
368,Karan,Reddy,karan.reddy368@example.in,+919861028283,HIGH_VALUE,7,15113.5,2159.07,42317.68,2026-06-23 00:37:04
369,Meera,Sharma,meera.sharma369@example.in,+919835606639,VIP,14,11139.82,795.7,28286.74,2026-01-30 00:37:04
370,Rohan,Patel,rohan.patel370@example.in,+919865426567,HIGH_VALUE,13,24106.1,1854.32,51387.49,2025-10-26 00:37:04
371,Meera,Gupta,meera.gupta371@example.in,+919818359252,HIGH_VALUE,6,4527.57,754.59,11727.38,2025-09-25 00:37:04
372,Neha,Gupta,neha.gupta372@example.in,+919880528349,PRICE_SENSITIVE,10,74329.71,7432.97,187804.75,2026-04-12 00:37:04
373,Sanya,Nair,sanya.nair373@example.in,+919855946354,NEW,0,0.0,0.0,4448.17,2026-01-09 00:37:04
374,Vikram,Reddy,vikram.reddy374@example.in,+919874985553,HIGH_VALUE,7,47838.84,6834.12,81567.29,2026-02-17 00:37:04
375,Karan,Singh,karan.singh375@example.in,+919840181142,STANDARD,9,6998.02,777.56,15742.17,2026-03-25 00:37:04
376,Sanya,Verma,sanya.verma376@example.in,+919874398125,STANDARD,8,11234.01,1404.25,18389.81,2026-02-12 00:37:04
377,Priya,Reddy,priya.reddy377@example.in,+919882905845,PRICE_SENSITIVE,12,36588.75,3049.06,79641.72,2026-01-14 00:37:04
378,Aarav,Singh,aarav.singh378@example.in,+919815646068,STANDARD,2,5729.36,2864.68,15056.34,2026-01-13 00:37:04
379,Sanya,Singh,sanya.singh379@example.in,+919874300930,HIGH_VALUE,6,17343.86,2890.64,39468.53,2025-10-07 00:37:04
380,Vikram,Nair,vikram.nair380@example.in,+919846456416,HIGH_VALUE,3,15356.92,5118.97,24176.71,2025-08-28 00:37:04
381,Meera,Deshmukh,meera.deshmukh381@example.in,+919842542167,VIP,7,49180.19,7025.74,64874.88,2025-08-17 00:37:04
382,Ananya,Kumar,ananya.kumar382@example.in,+919823448342,PRICE_SENSITIVE,10,44670.29,4467.03,112332.42,2025-11-10 00:37:04
383,Priya,Patel,priya.patel383@example.in,+919810695441,NEW,0,0.0,0.0,2402.85,2026-04-20 00:37:04
384,Rohan,Gupta,rohan.gupta384@example.in,+919874082055,HIGH_VALUE,9,56285.21,6253.91,99871.35,2026-01-26 00:37:04
385,Vikram,Kumar,vikram.kumar385@example.in,+919822007214,NEW,0,0.0,0.0,4494.71,2026-03-13 00:37:04
386,Karan,Kumar,karan.kumar386@example.in,+919833496796,PRICE_SENSITIVE,5,39403.13,7880.63,89308.91,2026-06-21 00:37:04
387,Rohan,Gupta,rohan.gupta387@example.in,+919835006323,STANDARD,1,3660.18,3660.18,9856.91,2026-07-05 00:37:04
388,Vikram,Reddy,vikram.reddy388@example.in,+919890904160,VIP,10,13285.56,1328.56,24216.39,2026-02-14 00:37:04
389,Sanya,Nair,sanya.nair389@example.in,+919880372842,PRICE_SENSITIVE,4,10889.24,2722.31,17542.42,2025-10-24 00:37:04
390,Sanya,Singh,sanya.singh390@example.in,+919835878707,VIP,10,6340.55,634.05,18461.25,2026-04-17 00:37:04
391,Sanya,Singh,sanya.singh391@example.in,+919834991216,VIP,10,33824.5,3382.45,72347.76,2026-02-08 00:37:04
392,Meera,Deshmukh,meera.deshmukh392@example.in,+919833554528,NEW,0,0.0,0.0,4145.38,2025-08-16 00:37:04
393,Rohan,Joshi,rohan.joshi393@example.in,+919879159799,STANDARD,2,2341.17,1170.58,8596.78,2025-12-16 00:37:04
394,Priya,Patel,priya.patel394@example.in,+919828872606,PRICE_SENSITIVE,10,75854.9,7585.49,140570.63,2026-03-04 00:37:04
395,Rajesh,Singh,rajesh.singh395@example.in,+919861482483,HIGH_VALUE,14,24538.56,1752.75,62991.38,2026-02-23 00:37:04
396,Neha,Singh,neha.singh396@example.in,+919888176558,NEW,0,0.0,0.0,3598.59,2026-07-04 00:37:04
397,Vikram,Verma,vikram.verma397@example.in,+919841715995,VIP,3,15174.08,5058.03,30245.02,2025-11-13 00:37:04
398,Vikram,Patel,vikram.patel398@example.in,+919864414096,NEW,0,0.0,0.0,1881.94,2026-01-31 00:37:04
399,Priya,Singh,priya.singh399@example.in,+919859330907,NEW,0,0.0,0.0,4118.34,2026-03-18 00:37:04
400,Ananya,Patel,ananya.patel400@example.in,+919874180488,HIGH_VALUE,14,43763.15,3125.94,60682.98,2025-09-02 00:37:04
401,Neha,Joshi,neha.joshi401@example.in,+919883717007,PRICE_SENSITIVE,6,42770.36,7128.39,107888.46,2026-03-05 00:37:04
402,Meera,Sharma,meera.sharma402@example.in,+919880532309,PRICE_SENSITIVE,11,19846.36,1804.21,38071.73,2026-05-31 00:37:04
403,Meera,Sharma,meera.sharma403@example.in,+919818289024,NEW,0,0.0,0.0,1615.58,2025-10-24 00:37:04
404,Ananya,Reddy,ananya.reddy404@example.in,+919882029307,HIGH_VALUE,5,33093.74,6618.75,51263.61,2026-01-23 00:37:04
405,Karan,Gupta,karan.gupta405@example.in,+919825601471,HIGH_VALUE,15,67909.62,4527.31,137158.12,2026-05-24 00:37:04
406,Karan,Gupta,karan.gupta406@example.in,+919817467311,PRICE_SENSITIVE,4,4744.61,1186.15,13168.09,2025-10-20 00:37:04
407,Rohan,Gupta,rohan.gupta407@example.in,+919885686878,VIP,14,20599.07,1471.36,53341.08,2026-02-02 00:37:04
408,Rajesh,Joshi,rajesh.joshi408@example.in,+919844152669,VIP,6,41795.74,6965.96,97760.48,2025-09-16 00:37:04
409,Priya,Kumar,priya.kumar409@example.in,+919866867700,STANDARD,2,9262.86,4631.43,14796.72,2025-10-05 00:37:04
410,Rajesh,Sharma,rajesh.sharma410@example.in,+919873360324,VIP,9,29656.47,3295.16,49495.85,2025-12-12 00:37:04
411,Aarav,Patel,aarav.patel411@example.in,+919896104027,PRICE_SENSITIVE,11,46409.75,4219.07,62462.17,2025-12-26 00:37:04
412,Sanya,Joshi,sanya.joshi412@example.in,+919860418290,VIP,4,22497.76,5624.44,33628.75,2025-08-09 00:37:04
413,Neha,Sharma,neha.sharma413@example.in,+919833954324,NEW,0,0.0,0.0,2922.35,2025-12-20 00:37:04
414,Karan,Patel,karan.patel414@example.in,+919839888974,VIP,0,0.0,0.0,4298.72,2026-02-07 00:37:04
415,Sanya,Nair,sanya.nair415@example.in,+919866925500,NEW,0,0.0,0.0,3712.06,2025-12-27 00:37:04
416,Ananya,Deshmukh,ananya.deshmukh416@example.in,+919871824078,STANDARD,4,18971.96,4742.99,33866.73,2026-02-18 00:37:04
417,Ananya,Sharma,ananya.sharma417@example.in,+919814324134,PRICE_SENSITIVE,0,0.0,0.0,3633.81,2026-03-08 00:37:04
